,finalPrice,auctionId,estimate_low,estimate_high,title,displayName,url,startingBid,currentBid,numberOfBids,sold
1,44100,2a141caf-102b-43b5-bb5b-bd51e17fe927,4000,6000,Study,Flora Yukhnovich,/en/buy/auction/2021/contemporary-art-online-2/study-2,4000,35000,32,TRUE
2,32760,2a141caf-102b-43b5-bb5b-bd51e17fe927,10000,15000,September Blues,Petra Cortright,/en/buy/auction/2021/contemporary-art-online-2/september-blues,1000,26000,30,TRUE
3,81900,2a141caf-102b-43b5-bb5b-bd51e17fe927,20000,30000,Untitled  ,Aboudia,/en/buy/auction/2021/contemporary-art-online-2/untitled-3,20000,65000,19,TRUE
4,15120,2a141caf-102b-43b5-bb5b-bd51e17fe927,3000,5000,Untitled,Jonathan Lasker,/en/buy/auction/2021/contemporary-art-online-2/untitled-4,2000,12000,23,TRUE
5,75600,2a141caf-102b-43b5-bb5b-bd51e17fe927,15000,20000,Sacred Solicitations II,Retna,/en/buy/auction/2021/contemporary-art-online-2/sacred-solicitations-ii,15000,60000,23,TRUE
6,37800,2a141caf-102b-43b5-bb5b-bd51e17fe927,6000,8000,Untitled,Aboudia,/en/buy/auction/2021/contemporary-art-online-2/untitled-5,6000,30000,24,TRUE
7,,2a141caf-102b-43b5-bb5b-bd51e17fe927,20000,30000,Untitled #6,Keith Haring,/en/buy/auction/2021/contemporary-art-online-2/untitled-6-2,20000,,0,FALSE
8,4410,2a141caf-102b-43b5-bb5b-bd51e17fe927,3000,4000,Suckling,Gary Hume,/en/buy/auction/2021/contemporary-art-online-2/suckling,3000,3500,3,TRUE
9,32760,2a141caf-102b-43b5-bb5b-bd51e17fe927,12000,18000,This is Shahnoza 46,Julian Opie,/en/buy/auction/2021/contemporary-art-online-2/this-is-shahnoza-46,12000,26000,12,TRUE
10,47880,2a141caf-102b-43b5-bb5b-bd51e17fe927,8000,12000,Seated Figure,Stik,/en/buy/auction/2021/contemporary-art-online-2/seated-figure,8000,38000,24,TRUE
11,30240,2a141caf-102b-43b5-bb5b-bd51e17fe927,12000,18000,Napalm,Banksy,/en/buy/auction/2021/contemporary-art-online-2/napalm,12000,24000,11,TRUE
12,100800,2a141caf-102b-43b5-bb5b-bd51e17fe927,40000,60000,Dreaming,Damien Hirst,/en/buy/auction/2021/contemporary-art-online-2/dreaming-2,40000,80000,10,TRUE
13,15120,2a141caf-102b-43b5-bb5b-bd51e17fe927,10000,15000,Untitled,Antony Gormley,/en/buy/auction/2021/contemporary-art-online-2/untitled-7,8000,12000,8,TRUE
14,5040,2a141caf-102b-43b5-bb5b-bd51e17fe927,4000,6000,Bullet Drawing,Cornelia Parker,/en/buy/auction/2021/contemporary-art-online-2/bullet-drawing,4000,4000,1,TRUE
15,,2a141caf-102b-43b5-bb5b-bd51e17fe927,5000,7000,Art for Other People No. 46,Richard Deacon,/en/buy/auction/2021/contemporary-art-online-2/art-for-other-people-no-46,3000,,0,FALSE
16,,2a141caf-102b-43b5-bb5b-bd51e17fe927,6000,8000,"Glasgow, rainy day",Douglas Gordon,/en/buy/auction/2021/contemporary-art-online-2/glasgow-rainy-day,5500,,0,FALSE
17,,2a141caf-102b-43b5-bb5b-bd51e17fe927,4000,6000,The Pirate   ,Gilbert and George,/en/buy/auction/2021/contemporary-art-online-2/the-pirate,3800,,0,FALSE
18,3024,2a141caf-102b-43b5-bb5b-bd51e17fe927,2500,3500,Untitled (2 works),Marcel Dzama,/en/buy/auction/2021/contemporary-art-online-2/untitled-2-works,2400,2400,1,TRUE
19,15120,2a141caf-102b-43b5-bb5b-bd51e17fe927,8000,12000,Untitled (Last Right) ,Yoshitomo  Nara,/en/buy/auction/2021/contemporary-art-online-2/untitled-last-right,8000,12000,7,TRUE
20,22680,2a141caf-102b-43b5-bb5b-bd51e17fe927,8000,12000,Untitled,George Condo,/en/buy/auction/2021/contemporary-art-online-2/untitled-8,8000,18000,15,TRUE
21,27720,2a141caf-102b-43b5-bb5b-bd51e17fe927,15000,20000,Hybridized,Andy Denzler,/en/buy/auction/2021/contemporary-art-online-2/hybridized,15000,22000,5,TRUE
22,22680,2a141caf-102b-43b5-bb5b-bd51e17fe927,18000,22000,Hijiri with umbrella,Julian Opie,/en/buy/auction/2021/contemporary-art-online-2/hijiri-with-umbrella,15000,18000,4,TRUE
23,107100,2a141caf-102b-43b5-bb5b-bd51e17fe927,20000,30000,Gas Leak,Stik,/en/buy/auction/2021/contemporary-art-online-2/gas-leak-2,20000,85000,20,TRUE
24,17640,2a141caf-102b-43b5-bb5b-bd51e17fe927,10000,15000,Untitled,Jonas Wood,/en/buy/auction/2021/contemporary-art-online-2/untitled-9,10000,14000,5,TRUE
25,30240,2a141caf-102b-43b5-bb5b-bd51e17fe927,25000,35000,Intimacy,Anselm Reyle,/en/buy/auction/2021/contemporary-art-online-2/intimacy,24000,24000,1,TRUE
26,,2a141caf-102b-43b5-bb5b-bd51e17fe927,15000,20000,Dom Pérignon Balloon Venus,Jeff Koons,/en/buy/auction/2021/contemporary-art-online-2/dom-perignon-balloon-venus-2,15000,,0,FALSE
27,25200,2a141caf-102b-43b5-bb5b-bd51e17fe927,15000,20000,Blu Eden,Marcello Lo Giudice,/en/buy/auction/2021/contemporary-art-online-2/blu-eden,12000,20000,4,TRUE
28,12600,2a141caf-102b-43b5-bb5b-bd51e17fe927,15000,20000,Retícula con Bastoncillos,Juan Uslé,/en/buy/auction/2021/contemporary-art-online-2/reticula-con-bastoncillos,10000,10000,1,TRUE
29,16380,2a141caf-102b-43b5-bb5b-bd51e17fe927,6000,8000,Orange,Michel Majerus,/en/buy/auction/2021/contemporary-art-online-2/orange,6000,13000,12,TRUE
30,113400,2a141caf-102b-43b5-bb5b-bd51e17fe927,12000,18000,Mom Block 62,Michel Majerus,/en/buy/auction/2021/contemporary-art-online-2/mom-block-62-2,12000,90000,32,TRUE
31,35280,2a141caf-102b-43b5-bb5b-bd51e17fe927,6000,8000,Yellow,Michel Majerus,/en/buy/auction/2021/contemporary-art-online-2/yellow,6000,28000,24,TRUE
32,11340,2a141caf-102b-43b5-bb5b-bd51e17fe927,6000,8000,Untitled,Ethan Cook,/en/buy/auction/2021/contemporary-art-online-2/untitled-11,3000,9000,13,TRUE
33,6930,2a141caf-102b-43b5-bb5b-bd51e17fe927,4000,6000,Untitled,Jo Niemeyer,/en/buy/auction/2021/contemporary-art-online-2/untitled-12,4000,5500,6,TRUE
34,4032,2a141caf-102b-43b5-bb5b-bd51e17fe927,2500,3500,Pinguin,Imi Knoebel,/en/buy/auction/2021/contemporary-art-online-2/pinguin,2400,3200,3,TRUE
35,8190,2a141caf-102b-43b5-bb5b-bd51e17fe927,5000,7000,"F (Auch die schönste Frau ist an den Füssen zu Ende, Alexandra’s foot)",David Ostrowski,/en/buy/auction/2021/contemporary-art-online-2/f-auch-die-schoenste-frau-ist-an-den-fuessen-zu,5000,6500,4,TRUE
36,,2a141caf-102b-43b5-bb5b-bd51e17fe927,5000,7000,Untitled,Jeppe Hein,/en/buy/auction/2021/contemporary-art-online-2/untitled-13,4000,,0,FALSE
37,,2a141caf-102b-43b5-bb5b-bd51e17fe927,25000,35000,Untitled,David Smith,/en/buy/auction/2021/contemporary-art-online-2/untitled-14,24000,,0,FALSE
38,11970,2a141caf-102b-43b5-bb5b-bd51e17fe927,15000,20000,Parallel Curves,Sol LeWitt,/en/buy/auction/2021/contemporary-art-online-2/parallel-curves,8000,9500,4,TRUE
39,8820,2a141caf-102b-43b5-bb5b-bd51e17fe927,7000,10000,Untitled,Karel Appel,/en/buy/auction/2021/contemporary-art-online-2/untitled-15,7000,7000,1,TRUE
40,6930,2a141caf-102b-43b5-bb5b-bd51e17fe927,8000,12000,Ohne Titel,A.R. Penck and Frank Wollny,/en/buy/auction/2021/contemporary-art-online-2/ohne-titel,5000,5500,2,TRUE
41,69300,2a141caf-102b-43b5-bb5b-bd51e17fe927,50000,70000,Untitled,Pablo Atchugarry,/en/buy/auction/2021/contemporary-art-online-2/untitled-16,50000,55000,2,TRUE
42,30240,2a141caf-102b-43b5-bb5b-bd51e17fe927,15000,20000,Tybris,Igor Mitoraj,/en/buy/auction/2021/contemporary-art-online-2/tybris,15000,24000,8,TRUE
43,2268,2a141caf-102b-43b5-bb5b-bd51e17fe927,2000,3000,Moon,Roe Ethridge,/en/buy/auction/2021/contemporary-art-online-2/moon,1000,1800,7,TRUE
44,1260,2a141caf-102b-43b5-bb5b-bd51e17fe927,2000,3000,Marina,Roe Ethridge,/en/buy/auction/2021/contemporary-art-online-2/marina,1000,1000,1,TRUE
45,,2a141caf-102b-43b5-bb5b-bd51e17fe927,8000,12000,Rapture Series,Shirin Neshat,/en/buy/auction/2021/contemporary-art-online-2/rapture-series,8000,,0,FALSE
46,4788,2a141caf-102b-43b5-bb5b-bd51e17fe927,4000,6000,Uden titel,Olafur Eliasson,/en/buy/auction/2021/contemporary-art-online-2/uden-titel,3800,3800,1,TRUE
47,13860,2a141caf-102b-43b5-bb5b-bd51e17fe927,15000,20000,Blushes #47,Wolfgang Tillmans,/en/buy/auction/2021/contemporary-art-online-2/blushes-47,11000,11000,1,TRUE
48,3780,2a141caf-102b-43b5-bb5b-bd51e17fe927,4000,6000,Charles & Jim,Robert Mapplethorpe,/en/buy/auction/2021/contemporary-art-online-2/charles-jim,3000,3000,1,TRUE
49,3780,2a141caf-102b-43b5-bb5b-bd51e17fe927,4000,6000,Charles & Jim,Robert Mapplethorpe,/en/buy/auction/2021/contemporary-art-online-2/charles-jim-2,3000,3000,1,TRUE
50,,2a141caf-102b-43b5-bb5b-bd51e17fe927,4000,6000,Study for Rainbow Man,Judy Chicago,/en/buy/auction/2021/contemporary-art-online-2/study-for-rainbow-man,3000,,0,FALSE
51,2142,2a141caf-102b-43b5-bb5b-bd51e17fe927,3000,4000,Dune,Leigh Ledare,/en/buy/auction/2021/contemporary-art-online-2/dune,100,1700,16,TRUE
52,1260,2a141caf-102b-43b5-bb5b-bd51e17fe927,1000,1500,Kiss,Richard Billingham,/en/buy/auction/2021/contemporary-art-online-2/kiss,1000,1000,1,TRUE
53,1008,2a141caf-102b-43b5-bb5b-bd51e17fe927,1000,1500,Mar-02,Hannah Starkey,/en/buy/auction/2021/contemporary-art-online-2/march-2002,800,800,1,TRUE
54,2016,2a141caf-102b-43b5-bb5b-bd51e17fe927,1000,1500,Untitled (Boxeur),Kura Shomali,/en/buy/auction/2021/contemporary-art-online-2/untitled-boxeur,1000,1600,8,TRUE
55,2520,2a141caf-102b-43b5-bb5b-bd51e17fe927,2000,3000,Believe Believe Believe,Dana Frankfort,/en/buy/auction/2021/contemporary-art-online-2/believe-believe-believe,2000,2000,1,TRUE
56,1134,2a141caf-102b-43b5-bb5b-bd51e17fe927,1000,2000,#3219 - Number 1,Pierre Carreau,/en/buy/auction/2021/contemporary-art-online-2/3219-number-1,800,900,2,TRUE
57,,2a141caf-102b-43b5-bb5b-bd51e17fe927,2000,3000,Balance of Probabilities,Yelena Popova,/en/buy/auction/2021/contemporary-art-online-2/balance-of-probabilities,1500,,0,FALSE
58,,2a141caf-102b-43b5-bb5b-bd51e17fe927,1000,1500,Slab Block,Peter Peri,/en/buy/auction/2021/contemporary-art-online-2/slab-block,800,,0,FALSE
59,,2a141caf-102b-43b5-bb5b-bd51e17fe927,5000,7000,Dab Painting,Peter Davies,/en/buy/auction/2021/contemporary-art-online-2/dab-painting,4000,,0,FALSE
60,,2a141caf-102b-43b5-bb5b-bd51e17fe927,600,800,Couch,Roman Stanczak,/en/buy/auction/2021/contemporary-art-online-2/couch,300,,0,FALSE
61,,2a141caf-102b-43b5-bb5b-bd51e17fe927,2000,3000,Untitled,Daniel Silver,/en/buy/auction/2021/contemporary-art-online-2/untitled-17,1500,,0,FALSE
62,7560,2a141caf-102b-43b5-bb5b-bd51e17fe927,5000,7000,Character Head II,Marc Quinn,/en/buy/auction/2021/contemporary-art-online-2/character-head-ii,4000,6000,7,TRUE
63,4788,2a141caf-102b-43b5-bb5b-bd51e17fe927,1000,1500,Untitled (Terra220 Painting),Fredrik Vaerslev,/en/buy/auction/2021/contemporary-art-online-2/untitled-terra220-painting,100,3800,27,TRUE
64,882,2a141caf-102b-43b5-bb5b-bd51e17fe927,1000,2000,Franklin,Derek Paul Boyle,/en/buy/auction/2021/contemporary-art-online-2/franklin,1,700,9,TRUE
65,882,2a141caf-102b-43b5-bb5b-bd51e17fe927,1000,2000,Untitled,Alexander May,/en/buy/auction/2021/contemporary-art-online-2/untitled-18,100,700,7,TRUE
66,1512,2a141caf-102b-43b5-bb5b-bd51e17fe927,3000,4000,Untitled,Nathan Hylden,/en/buy/auction/2021/contemporary-art-online-2/untitled-19,100,1200,10,TRUE
67,1764,2a141caf-102b-43b5-bb5b-bd51e17fe927,2000,3000,Untitled #47,Blake Rayne,/en/buy/auction/2021/contemporary-art-online-2/untitled-47,1000,1400,3,TRUE
68,5670,2a141caf-102b-43b5-bb5b-bd51e17fe927,2000,3000,TARGET PAINTING GGGGGGGG,Ned Vena,/en/buy/auction/2021/contemporary-art-online-2/target-painting-gggggggg,1,4500,32,TRUE
69,6048,2a141caf-102b-43b5-bb5b-bd51e17fe927,3000,4000,Horse Camp #01,Alex Hubbard,/en/buy/auction/2021/contemporary-art-online-2/horse-camp-01,3000,4800,8,TRUE
70,1134,2a141caf-102b-43b5-bb5b-bd51e17fe927,600,800,Eden Park (two works),Arne Quinze,/en/buy/auction/2021/contemporary-art-online-2/eden-park-two-works,100,900,9,TRUE
71,3276,2a141caf-102b-43b5-bb5b-bd51e17fe927,3000,4000,Nightwatchman,Nam June Paik,/en/buy/auction/2021/contemporary-art-online-2/nightwatchman,2000,2600,4,TRUE
72,2394,2a141caf-102b-43b5-bb5b-bd51e17fe927,2000,3000,Untitled (Garbage Bag Grey #4),Matias Faldbakken,/en/buy/auction/2021/contemporary-art-online-2/untitled-garbage-bag-grey-4,1,1900,24,TRUE
73,,2a141caf-102b-43b5-bb5b-bd51e17fe927,2000,3000,Untitled,Jonas Wood,/en/buy/auction/2021/contemporary-art-online-2/untitled-20,2000,,0,FALSE
74,1134,2a141caf-102b-43b5-bb5b-bd51e17fe927,500,700,Large Shelf Still Life,Jonas Wood,/en/buy/auction/2021/contemporary-art-online-2/large-shelf-still-life,1,900,13,TRUE
75,2394,2a141caf-102b-43b5-bb5b-bd51e17fe927,1000,1500,Marching on a Butterbur Leaf,Yoshitomo Nara,/en/buy/auction/2021/contemporary-art-online-2/marching-on-a-butterbur-leaf,1,1900,23,TRUE
76,1260,2a141caf-102b-43b5-bb5b-bd51e17fe927,1000,2000,i) small lie (brown) ii) small lie (black) iii) small lie (grey),KAWS,/en/buy/auction/2021/contemporary-art-online-2/i-small-lie-brown-ii-small-lie-black-iii-small-lie,1000,1000,1,TRUE
77,378,2a141caf-102b-43b5-bb5b-bd51e17fe927,800,1200,Swap Paintings #5 (Wall to Wall #9),Fredrik Vaerslev,/en/buy/auction/2021/contemporary-art-online-2/swap-paintings-5-wall-to-wall-9,100,300,3,TRUE
78,882,2a141caf-102b-43b5-bb5b-bd51e17fe927,500,700,Texture Map,Sean Raspet,/en/buy/auction/2021/contemporary-art-online-2/texture-map,100,700,7,TRUE
79,252,2a141caf-102b-43b5-bb5b-bd51e17fe927,800,1200,Eyeball,Eric Sidner,/en/buy/auction/2021/contemporary-art-online-2/eyeball,100,200,2,TRUE
80,882,2a141caf-102b-43b5-bb5b-bd51e17fe927,500,700,Untitled: Shelves No. 6 (Serie 2),Matthew Darbyshire,/en/buy/auction/2021/contemporary-art-online-2/untitled-shelves-no-6-serie-2,1,700,9,TRUE
81,,2a141caf-102b-43b5-bb5b-bd51e17fe927,2000,3000,Dresden 10,Michael Wilkinson,/en/buy/auction/2021/contemporary-art-online-2/dresden-10,2000,,0,FALSE
82,4410,2a141caf-102b-43b5-bb5b-bd51e17fe927,3000,4000,"Untitled (drop cloths, 1)",Sam Falls,/en/buy/auction/2021/contemporary-art-online-2/untitled-drop-cloths-1,1000,3500,18,TRUE
83,,2a141caf-102b-43b5-bb5b-bd51e17fe927,10000,15000,Untitled,Richard Aldrich,/en/buy/auction/2021/contemporary-art-online-2/untitled-10,10000,,0,FALSE
84,8190,2a141caf-102b-43b5-bb5b-bd51e17fe927,6000,8000,Pat I,Mike Bouchet,/en/buy/auction/2021/contemporary-art-online-2/pat-i,3000,6500,6,TRUE
85,756,2a141caf-102b-43b5-bb5b-bd51e17fe927,1000,2000,Untitled,Josh Kolbo,/en/buy/auction/2021/contemporary-art-online-2/untitled-22,1,600,9,TRUE
86,4788,2a141caf-102b-43b5-bb5b-bd51e17fe927,2000,3000,Black Painting 05,Carlos Amorales,/en/buy/auction/2021/contemporary-art-online-2/black-painting-05,2000,3800,7,TRUE
87,,2a141caf-102b-43b5-bb5b-bd51e17fe927,2000,3000,Sans Titre (Scene Religieuse II),Isabelle Cornaro,/en/buy/auction/2021/contemporary-art-online-2/sans-titre-scene-religieuse-ii,2000,,0,FALSE
88,3780,2a141caf-102b-43b5-bb5b-bd51e17fe927,4000,6000,1984,Andrei Roiter,/en/buy/auction/2021/contemporary-art-online-2/1984,3000,3000,1,TRUE
89,756,2a141caf-102b-43b5-bb5b-bd51e17fe927,600,800,Hansel and Gretl,Richard Hawkins,/en/buy/auction/2021/contemporary-art-online-2/hansel-and-gretl,1,600,9,FALSE
90,504,2a141caf-102b-43b5-bb5b-bd51e17fe927,600,800,Jack and the Beanstalk,Richard Hawkins,/en/buy/auction/2021/contemporary-art-online-2/jack-and-the-beanstalk,1,400,6,FALSE
91,1260,2a141caf-102b-43b5-bb5b-bd51e17fe927,1000,1500,Circus Extravaganza Grande Finale Season Four,Richard Hawkins,/en/buy/auction/2021/contemporary-art-online-2/circus-extravaganza-grande-finale-season-four,1,1000,12,FALSE
92,1134,2a141caf-102b-43b5-bb5b-bd51e17fe927,700,900,Gingerbread Man,Richard Hawkins,/en/buy/auction/2021/contemporary-art-online-2/gingerbread-man,1,900,12,FALSE
93,,1919867d-68d3-449e-b51a-92157fa6ef1f,20000,25000,Cultivator (Binatus),Kelly Akashi,/en/buy/auction/2021/artcrush-2021-art-auction-to-benefit-the-aspen-art-museum-2/cultivator-binatus,18000,,0,TRUE
94,,1919867d-68d3-449e-b51a-92157fa6ef1f,12000,18000,Walking Drawing (8.12.12),William Anastasi,/en/buy/auction/2021/artcrush-2021-art-auction-to-benefit-the-aspen-art-museum-2/walking-drawing-8-12-12,10000,,0,TRUE
95,,1919867d-68d3-449e-b51a-92157fa6ef1f,7000,9000,Untitled,Emanoel Araujo,/en/buy/auction/2021/artcrush-2021-art-auction-to-benefit-the-aspen-art-museum-2/untitled,6000,,0,TRUE
96,,1919867d-68d3-449e-b51a-92157fa6ef1f,5500,7500,"HE’S EITHER CLAIRVOYANT OR HE IS JUST SUPER POSITIVE from Untitled (Emily Anderson and Mark Utter, with Erica Heilman)",Jonathan Berger,/en/buy/auction/2021/artcrush-2021-art-auction-to-benefit-the-aspen-art-museum-2/hes-either-clairvoyant-or-he-is-just-super,4800,,0,TRUE
97,,1919867d-68d3-449e-b51a-92157fa6ef1f,60000,65000,Sunset Cocoon Concrete Base,Nacho Carbonell,/en/buy/auction/2021/artcrush-2021-art-auction-to-benefit-the-aspen-art-museum-2/sunset-cocoon-concrete-base,40000,,0,TRUE
98,,1919867d-68d3-449e-b51a-92157fa6ef1f,35000,40000,Light Bronze Mesh (137_2019),Nacho Carbonell,/en/buy/auction/2021/artcrush-2021-art-auction-to-benefit-the-aspen-art-museum-2/light-bronze-mesh-137_2019,30000,,0,TRUE
99,,1919867d-68d3-449e-b51a-92157fa6ef1f,24000,36000,Moon (Rising August Moon),Ann Craven,/en/buy/auction/2021/artcrush-2021-art-auction-to-benefit-the-aspen-art-museum-2/moon-rising-august-moon,20000,,0,TRUE
100,,1919867d-68d3-449e-b51a-92157fa6ef1f,30000,40000,Portrait of a Young Artist Dreaming of Becoming a Professional Artist II,Marc Dennis,/en/buy/auction/2021/artcrush-2021-art-auction-to-benefit-the-aspen-art-museum-2/portrait-of-a-young-artist-dreaming-of-becoming-a,26000,,0,TRUE
101,,1919867d-68d3-449e-b51a-92157fa6ef1f,20000,30000,Commissioned Portrait,Buck Ellison,/en/buy/auction/2021/artcrush-2021-art-auction-to-benefit-the-aspen-art-museum-2/commissioned-portrait,18000,,0,TRUE
102,,1919867d-68d3-449e-b51a-92157fa6ef1f,10000,15000,Question #8,Keltie Ferris,/en/buy/auction/2021/artcrush-2021-art-auction-to-benefit-the-aspen-art-museum-2/question-8,9000,,0,TRUE
103,,1919867d-68d3-449e-b51a-92157fa6ef1f,18000,22000,Beautiful Imperfection (The Fast & Furious One),Mario Garcia Torres,/en/buy/auction/2021/artcrush-2021-art-auction-to-benefit-the-aspen-art-museum-2/beautiful-imperfection-the-fast-furious-one,16000,,0,TRUE
104,,1919867d-68d3-449e-b51a-92157fa6ef1f,40000,45000,Untitled,Jack Goldstein,/en/buy/auction/2021/artcrush-2021-art-auction-to-benefit-the-aspen-art-museum-2/untitled-2,35000,,0,TRUE
105,,1919867d-68d3-449e-b51a-92157fa6ef1f,45000,55000,Fertility Form illuminated sculpture,Rogan Gregory,/en/buy/auction/2021/artcrush-2021-art-auction-to-benefit-the-aspen-art-museum-2/fertility-form-illuminated-sculpture,40000,,0,TRUE
106,,1919867d-68d3-449e-b51a-92157fa6ef1f,10000,15000,Second Hare,Van Hanos,/en/buy/auction/2021/artcrush-2021-art-auction-to-benefit-the-aspen-art-museum-2/second-hare,9000,,0,TRUE
107,,1919867d-68d3-449e-b51a-92157fa6ef1f,35000,45000,Garden (Five Units),Maren Hassinger,/en/buy/auction/2021/artcrush-2021-art-auction-to-benefit-the-aspen-art-museum-2/garden-five-units,30000,,0,TRUE
108,,1919867d-68d3-449e-b51a-92157fa6ef1f,20000,30000,Intestine,Sanya Kantarovsky,/en/buy/auction/2021/artcrush-2021-art-auction-to-benefit-the-aspen-art-museum-2/intestine,18000,,0,TRUE
109,,1919867d-68d3-449e-b51a-92157fa6ef1f,60000,80000,Progression Fourteen,Barbara Kasten,/en/buy/auction/2021/artcrush-2021-art-auction-to-benefit-the-aspen-art-museum-2/progression-fourteen,50000,,0,TRUE
110,,1919867d-68d3-449e-b51a-92157fa6ef1f,10000,15000,Tupac from Juice,Forrest Kirk,/en/buy/auction/2021/artcrush-2021-art-auction-to-benefit-the-aspen-art-museum-2/tupac-from-juice,9000,,0,TRUE
111,,1919867d-68d3-449e-b51a-92157fa6ef1f,5000,10000,"Running, Smoking",Hein Koh,/en/buy/auction/2021/artcrush-2021-art-auction-to-benefit-the-aspen-art-museum-2/running-smoking,4500,,0,TRUE
112,,1919867d-68d3-449e-b51a-92157fa6ef1f,10000,15000,Whisked Away (after El Lissitzky),Mernet Larsen,/en/buy/auction/2021/artcrush-2021-art-auction-to-benefit-the-aspen-art-museum-2/whisked-away-after-el-lissitzky,9000,,0,TRUE
113,,1919867d-68d3-449e-b51a-92157fa6ef1f,5000,7000,Opening Statement,Dana Lok,/en/buy/auction/2021/artcrush-2021-art-auction-to-benefit-the-aspen-art-museum-2/opening-statement,4500,,0,TRUE
114,,1919867d-68d3-449e-b51a-92157fa6ef1f,35000,45000,Your Top Ten Here! Top Ten Portrait Commission,Dave Muller,/en/buy/auction/2021/artcrush-2021-art-auction-to-benefit-the-aspen-art-museum-2/your-top-ten-here-top-ten-portrait-commission,30000,,0,TRUE
115,,1919867d-68d3-449e-b51a-92157fa6ef1f,20000,30000,Untitled (Study for Woman with Doll),Ruby Neri,/en/buy/auction/2021/artcrush-2021-art-auction-to-benefit-the-aspen-art-museum-2/untitled-study-for-woman-with-doll,18000,,0,TRUE
116,,1919867d-68d3-449e-b51a-92157fa6ef1f,70000,80000,Blue Pineapple,Angel Otero,/en/buy/auction/2021/artcrush-2021-art-auction-to-benefit-the-aspen-art-museum-2/blue-pineapple,60000,,0,TRUE
117,,1919867d-68d3-449e-b51a-92157fa6ef1f,8000,10000,Bass (Sulfur),Matt Paweski,/en/buy/auction/2021/artcrush-2021-art-auction-to-benefit-the-aspen-art-museum-2/bass-sulfur,7000,,0,TRUE
118,,1919867d-68d3-449e-b51a-92157fa6ef1f,8000,12000,"Yardstick I (Coke, Leaf, Bone, Steak, Dice, Letter)",Gabriel Rico,/en/buy/auction/2021/artcrush-2021-art-auction-to-benefit-the-aspen-art-museum-2/yardstick-i-coke-leaf-bone-steak-dice-letter,7000,,0,TRUE
119,,1919867d-68d3-449e-b51a-92157fa6ef1f,40000,50000,Untitled,Leon Polk Smith,/en/buy/auction/2021/artcrush-2021-art-auction-to-benefit-the-aspen-art-museum-2/untitled-3,35000,,0,TRUE
120,,1919867d-68d3-449e-b51a-92157fa6ef1f,4000,6000,Bottom's Up! (Ski-Tini) edition of 1 + 1AP,Adam Stamp,/en/buy/auction/2021/artcrush-2021-art-auction-to-benefit-the-aspen-art-museum-2/bottoms-up-ski-tini-edition-of-5-2ap,3500,,0,TRUE
121,,1919867d-68d3-449e-b51a-92157fa6ef1f,50000,60000,We Are in This Together (Shades of Blue) Edition of 9 + 2 AP (AP 1 of 2),Tavares Strachan,/en/buy/auction/2021/artcrush-2021-art-auction-to-benefit-the-aspen-art-museum-2/we-are-in-this-together-shades-of-blue-edition-of,45000,,0,TRUE
122,,1919867d-68d3-449e-b51a-92157fa6ef1f,15000,20000,Lal,Kate Spencer Stewart,/en/buy/auction/2021/artcrush-2021-art-auction-to-benefit-the-aspen-art-museum-2/lal,13000,,0,TRUE
123,,1919867d-68d3-449e-b51a-92157fa6ef1f,30000,40000,Untitled,Vivian Suter,/en/buy/auction/2021/artcrush-2021-art-auction-to-benefit-the-aspen-art-museum-2/untitled-4,26000,,0,TRUE
124,,1919867d-68d3-449e-b51a-92157fa6ef1f,7000,9000,Golden Times,Thomas Wachholz,/en/buy/auction/2021/artcrush-2021-art-auction-to-benefit-the-aspen-art-museum-2/golden-times,6000,,0,TRUE
125,,1919867d-68d3-449e-b51a-92157fa6ef1f,7000,9000,Window Seat (sentimental sunburn),Kelly Wall,/en/buy/auction/2021/artcrush-2021-art-auction-to-benefit-the-aspen-art-museum-2/window-seat-sentimental-sunburn,6000,,0,TRUE
126,,1919867d-68d3-449e-b51a-92157fa6ef1f,8000,12000,Rethreading the Needle,Jon Young,/en/buy/auction/2021/artcrush-2021-art-auction-to-benefit-the-aspen-art-museum-2/rethreading-the-needle,7000,,0,TRUE
127,1764,4edbfc23-74a8-4e1d-a02b-c2c760c24c3f,2000,3000,Claudian Capriccio,Copley Fielding,/en/buy/auction/2021/eclectic-new-york/claudian-capriccio,1,1400,15,TRUE
128,,4edbfc23-74a8-4e1d-a02b-c2c760c24c3f,15000,25000,"A Rare Chinese Brown-glazed Stoneware Figure of a Stag Qing Dynasty, Late 18th / Early 19th Century",None,/en/buy/auction/2021/eclectic-new-york/a-rare-chinese-brown-glazed-stoneware-figure-of-a,13000,,0,FALSE
129,1386,4edbfc23-74a8-4e1d-a02b-c2c760c24c3f,500,700,Landscape in the North of Israel,John Rogers Herbert,/en/buy/auction/2021/eclectic-new-york/landscape-in-the-north-of-israel,1,1100,10,TRUE
130,252,4edbfc23-74a8-4e1d-a02b-c2c760c24c3f,600,800,"A Pair of Bronzed Metal and Milk Glass Art Nouveau Two-Light Wall Sconces, Early 20th Century",None,/en/buy/auction/2021/eclectic-new-york/a-pair-of-bronzed-metal-and-milk-glass-art-nouveau,1,200,4,TRUE
131,630,4edbfc23-74a8-4e1d-a02b-c2c760c24c3f,1200,1800,"An Art Nouveau Silver-Plated Jug, Possibly Belgian, Circa 1900",None,/en/buy/auction/2021/eclectic-new-york/an-art-nouveau-silver-plated-jug-possibly-belgian,1,500,8,TRUE
